Seq_name,GFP_1_1,GFP_1_2,GFP_2_1,GFP_2_2,GFP_3_1,GFP_3_2,GFP_4_1,GFP_4_2,GFP_5_1,GFP_5_2,GFP_6_1,GFP_6_2,GFP_7_1,GFP_7_2,GFP_8_1,GFP_8_2
pep3_random10_NQ,0.0,106.0,3254.0,877.0,453.0,1864.0,430.0,1061.0,869.0,1231.0,476.0,114.0,0.0,1.0,0.0,1.0
pep3_random10_S,73.0,67.0,148.0,1276.0,560.0,1978.0,160.0,424.0,135.0,8.0,93.0,192.0,407.0,0.0,0.0,0.0
pep3_random10_ST,817.0,340.0,1554.0,1355.0,566.0,386.0,116.0,461.0,120.0,90.0,0.0,1.0,18.0,0.0,173.0,0.0
pep3_random1_ED,203.0,104.0,125.0,517.0,270.0,394.0,438.0,363.0,17.0,1.0,1735.0,182.0,608.0,650.0,0.0,0.0
pep3_random1_FYW,922.0,124.0,717.0,678.0,70.0,164.0,0.0,312.0,136.0,157.0,124.0,0.0,1.0,0.0,0.0,0.0
pep3_random1_GP,1313.0,216.0,1541.0,943.0,295.0,904.0,452.0,680.0,919.0,1524.0,1.0,927.0,0.0,2.0,3.0,1.0
pep3_random1_KR,333.0,219.0,135.0,1049.0,203.0,267.0,654.0,603.0,1073.0,241.0,552.0,471.0,420.0,684.0,0.0,0.0
pep3_random1_LIVM,862.0,57.0,309.0,0.0,0.0,122.0,0.0,385.0,4.0,61.0,3.0,0.0,0.0,0.0,0.0,1.0
pep3_random1_NQ,62.0,17.0,688.0,1098.0,68.0,1026.0,318.0,2036.0,1067.0,394.0,869.0,125.0,1.0,0.0,2.0,346.0
pep3_random1_S,180.0,281.0,446.0,182.0,415.0,1486.0,612.0,570.0,740.0,396.0,50.0,74.0,126.0,0.0,0.0,0.0
pep3_random1_ST,366.0,304.0,2228.0,429.0,176.0,1262.0,704.0,790.0,1804.0,1774.0,2456.0,388.0,0.0,0.0,1.0,2.0
pep3_random2_ED,259.0,116.0,1142.0,189.0,257.0,345.0,297.0,69.0,508.0,113.0,508.0,132.0,0.0,4050.0,0.0,0.0
pep3_random2_FYW,532.0,48.0,1.0,742.0,52.0,175.0,127.0,41.0,109.0,444.0,487.0,86.0,0.0,0.0,0.0,0.0
pep3_random2_GP,284.0,264.0,679.0,9.0,126.0,1467.0,449.0,31.0,298.0,1409.0,590.0,0.0,141.0,1.0,0.0,0.0
pep3_random2_KR,412.0,62.0,282.0,0.0,79.0,1597.0,749.0,1101.0,87.0,203.0,0.0,41.0,1.0,2446.0,0.0,1.0
pep3_random2_LIVM,93.0,202.0,413.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_random2_NQ,1037.0,370.0,775.0,394.0,157.0,902.0,0.0,335.0,1.0,43.0,1.0,16.0,1345.0,345.0,0.0,0.0
pep3_random2_S,615.0,466.0,721.0,777.0,218.0,224.0,582.0,302.0,1549.0,401.0,451.0,285.0,2.0,0.0,0.0,0.0
pep3_random2_ST,1705.0,227.0,2548.0,583.0,698.0,410.0,0.0,1132.0,1542.0,190.0,44.0,53.0,12.0,354.0,0.0,0.0
pep3_random3_ED,727.0,282.0,1785.0,722.0,92.0,751.0,344.0,115.0,3.0,916.0,2583.0,0.0,1212.0,0.0,0.0,33.0
pep3_random3_FYW,297.0,212.0,643.0,142.0,99.0,67.0,1.0,125.0,296.0,31.0,641.0,0.0,0.0,0.0,1.0,0.0
pep3_random3_GP,567.0,311.0,1563.0,1068.0,184.0,2074.0,507.0,1316.0,1973.0,1625.0,975.0,329.0,1459.0,0.0,0.0,5.0
pep3_random3_KR,1614.0,255.0,678.0,65.0,658.0,557.0,2.0,488.0,729.0,17.0,2.0,14.0,1.0,1.0,2.0,0.0
pep3_random3_LIVM,1.0,7.0,1.0,47.0,27.0,255.0,19.0,270.0,12.0,100.0,0.0,25.0,1.0,0.0,0.0,0.0
pep3_random3_NQ,48.0,314.0,1112.0,577.0,124.0,792.0,286.0,275.0,0.0,544.0,297.0,652.0,0.0,0.0,350.0,2.0
pep3_random3_S,352.0,485.0,2025.0,2038.0,285.0,783.0,362.0,115.0,539.0,805.0,1533.0,181.0,159.0,621.0,1.0,2.0
pep3_random3_ST,278.0,120.0,896.0,346.0,0.0,159.0,122.0,181.0,106.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0
pep3_random4_ED,97.0,35.0,0.0,0.0,99.0,62.0,0.0,217.0,329.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0
pep3_random4_FYW,637.0,392.0,742.0,141.0,81.0,185.0,0.0,173.0,926.0,159.0,1.0,33.0,0.0,2898.0,2.0,3.0
pep3_random4_GP,0.0,133.0,40.0,153.0,802.0,426.0,580.0,289.0,1039.0,515.0,592.0,216.0,2.0,0.0,0.0,1.0
pep3_random4_KR,294.0,817.0,1083.0,184.0,0.0,1.0,373.0,621.0,893.0,0.0,742.0,19.0,0.0,185.0,3.0,2291.0
pep3_random4_LIVM,912.0,321.0,1054.0,1551.0,544.0,1028.0,313.0,1912.0,1351.0,1271.0,483.0,107.0,1.0,0.0,3.0,0.0
pep3_random4_NQ,806.0,1012.0,1863.0,848.0,621.0,7.0,378.0,355.0,509.0,597.0,0.0,0.0,267.0,785.0,1.0,1.0
pep3_random4_S,362.0,181.0,1517.0,506.0,173.0,425.0,108.0,974.0,0.0,849.0,1384.0,30.0,1190.0,0.0,0.0,1.0
pep3_random4_ST,252.0,18.0,488.0,114.0,278.0,1845.0,465.0,330.0,1795.0,50.0,514.0,278.0,1081.0,0.0,1.0,2.0
pep3_random5_ED,921.0,390.0,365.0,224.0,23.0,180.0,182.0,154.0,985.0,884.0,0.0,0.0,1.0,0.0,0.0,2.0
pep3_random5_FYW,292.0,37.0,160.0,0.0,0.0,0.0,0.0,468.0,144.0,1080.0,0.0,0.0,0.0,0.0,1.0,0.0
pep3_random5_GP,453.0,597.0,503.0,560.0,166.0,1413.0,361.0,1002.0,389.0,1947.0,245.0,622.0,820.0,42.0,3.0,0.0
pep3_random5_KR,224.0,360.0,233.0,148.0,136.0,212.0,115.0,631.0,328.0,0.0,1.0,1395.0,184.0,0.0,0.0,2.0
pep3_random5_LIVM,129.0,0.0,93.0,0.0,0.0,154.0,0.0,131.0,70.0,0.0,277.0,0.0,116.0,2.0,0.0,0.0
pep3_random5_NQ,771.0,170.0,575.0,216.0,1040.0,698.0,114.0,285.0,3126.0,126.0,1184.0,452.0,4.0,0.0,1.0,3.0
pep3_random5_S,822.0,512.0,2082.0,307.0,935.0,821.0,595.0,1937.0,303.0,409.0,1446.0,297.0,255.0,0.0,3.0,1.0
pep3_random5_ST,772.0,601.0,352.0,267.0,68.0,311.0,211.0,149.0,625.0,258.0,452.0,429.0,618.0,606.0,0.0,1.0
pep3_random6_ED,207.0,0.0,2533.0,176.0,143.0,0.0,147.0,184.0,1.0,626.0,1695.0,0.0,1436.0,93.0,0.0,0.0
pep3_random6_FYW,64.0,0.0,150.0,54.0,0.0,91.0,161.0,134.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0
pep3_random6_GP,404.0,329.0,2571.0,1243.0,50.0,1412.0,610.0,576.0,706.0,250.0,390.0,1.0,648.0,2.0,1.0,1.0
pep3_random6_KR,146.0,44.0,2044.0,306.0,659.0,599.0,730.0,666.0,1184.0,730.0,3072.0,407.0,2.0,1.0,1.0,0.0
pep3_random6_LIVM,66.0,0.0,0.0,73.0,66.0,95.0,429.0,80.0,0.0,168.0,419.0,0.0,39.0,0.0,0.0,1.0
pep3_random6_NQ,666.0,922.0,2320.0,916.0,1158.0,1998.0,1154.0,1803.0,463.0,1925.0,113.0,335.0,827.0,3.0,1.0,1.0
pep3_random6_S,1336.0,937.0,2192.0,131.0,424.0,1596.0,1285.0,565.0,521.0,1108.0,0.0,56.0,638.0,605.0,6.0,0.0
pep3_random6_ST,1208.0,390.0,3157.0,1233.0,1763.0,3241.0,1658.0,2488.0,1190.0,2369.0,1236.0,81.0,85.0,0.0,1.0,6.0
pep3_random7_ED,208.0,30.0,38.0,311.0,0.0,69.0,0.0,36.0,0.0,0.0,1.0,0.0,241.0,11.0,1313.0,0.0
pep3_random7_FYW,56.0,53.0,6.0,312.0,119.0,546.0,39.0,161.0,33.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
pep3_random7_GP,863.0,167.0,1133.0,153.0,538.0,848.0,780.0,1111.0,474.0,484.0,1093.0,235.0,3.0,1.0,2.0,2.0
pep3_random7_KR,729.0,271.0,1078.0,1.0,742.0,1130.0,743.0,2223.0,776.0,3535.0,931.0,305.0,303.0,2.0,900.0,1.0
pep3_random7_LIVM,737.0,325.0,994.0,109.0,96.0,384.0,0.0,26.0,1.0,317.0,0.0,0.0,0.0,0.0,6.0,0.0
pep3_random7_NQ,835.0,119.0,1817.0,324.0,802.0,565.0,973.0,478.0,2.0,1336.0,581.0,141.0,0.0,336.0,0.0,0.0
pep3_random7_S,643.0,428.0,474.0,135.0,0.0,585.0,398.0,324.0,264.0,123.0,1065.0,149.0,185.0,0.0,1.0,2.0
pep3_random7_ST,1063.0,279.0,502.0,91.0,422.0,296.0,272.0,41.0,378.0,244.0,366.0,0.0,146.0,0.0,2.0,1.0
pep3_random8_ED,0.0,102.0,102.0,651.0,0.0,318.0,93.0,375.0,303.0,33.0,0.0,94.0,0.0,0.0,1.0,1105.0
pep3_random8_FYW,1069.0,418.0,295.0,36.0,69.0,2.0,58.0,262.0,749.0,961.0,858.0,0.0,1.0,0.0,1.0,902.0
pep3_random8_GP,514.0,148.0,1274.0,1020.0,168.0,444.0,184.0,156.0,285.0,1290.0,866.0,274.0,104.0,0.0,3.0,1.0
pep3_random8_KR,1318.0,256.0,264.0,31.0,0.0,68.0,245.0,2198.0,206.0,1277.0,482.0,348.0,115.0,2.0,2.0,0.0
pep3_random8_LIVM,1825.0,105.0,981.0,407.0,555.0,1848.0,504.0,644.0,56.0,904.0,163.0,81.0,1.0,50.0,0.0,0.0
pep3_random8_NQ,124.0,118.0,357.0,127.0,1020.0,3429.0,728.0,1045.0,1576.0,110.0,95.0,98.0,1071.0,553.0,0.0,1.0
pep3_random8_S,0.0,21.0,1.0,1090.0,264.0,273.0,304.0,1387.0,470.0,528.0,350.0,322.0,797.0,72.0,4.0,0.0
pep3_random8_ST,733.0,286.0,415.0,209.0,354.0,91.0,0.0,667.0,2.0,5.0,0.0,64.0,0.0,0.0,0.0,0.0
pep3_random9_ED,545.0,20.0,160.0,335.0,0.0,68.0,0.0,35.0,74.0,11.0,402.0,0.0,0.0,221.0,1.0,0.0
pep3_random9_FYW,1061.0,238.0,4.0,143.0,0.0,11.0,903.0,279.0,695.0,968.0,39.0,0.0,0.0,1.0,0.0,0.0
pep3_random9_GP,675.0,60.0,929.0,313.0,780.0,471.0,324.0,1296.0,969.0,384.0,399.0,0.0,1741.0,975.0,1.0,0.0
pep3_random9_KR,478.0,111.0,878.0,384.0,65.0,2536.0,528.0,364.0,1980.0,1390.0,1013.0,769.0,66.0,0.0,1.0,2.0
pep3_random9_LIVM,326.0,105.0,636.0,669.0,261.0,199.0,317.0,727.0,1.0,161.0,173.0,0.0,687.0,0.0,0.0,3.0
pep3_random9_NQ,428.0,1078.0,2238.0,1467.0,462.0,1926.0,1151.0,769.0,1706.0,1075.0,228.0,0.0,2.0,6.0,14.0,0.0
pep3_random9_S,0.0,71.0,1413.0,373.0,564.0,681.0,773.0,110.0,489.0,264.0,277.0,499.0,809.0,450.0,2.0,3.0
pep3_random9_ST,2170.0,598.0,1251.0,357.0,531.0,938.0,142.0,335.0,250.0,180.0,1224.0,145.0,1.0,241.0,6.0,1.0
pep3_scramble_s10_1,65.0,123.0,523.0,10.0,0.0,204.0,0.0,57.0,178.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_scramble_s10_10,464.0,73.0,933.0,112.0,150.0,0.0,53.0,612.0,76.0,344.0,670.0,447.0,0.0,0.0,0.0,0.0
pep3_scramble_s10_11,1673.0,471.0,1155.0,837.0,395.0,585.0,544.0,649.0,99.0,335.0,2.0,503.0,0.0,2.0,0.0,1.0
pep3_scramble_s10_12,136.0,77.0,1217.0,0.0,5.0,4.0,35.0,79.0,96.0,210.0,0.0,0.0,0.0,0.0,1.0,0.0
pep3_scramble_s10_13,179.0,272.0,191.0,359.0,143.0,115.0,0.0,261.0,12.0,1.0,99.0,309.0,1.0,767.0,0.0,1.0
pep3_scramble_s10_14,1024.0,24.0,1361.0,317.0,182.0,241.0,32.0,374.0,557.0,582.0,773.0,0.0,0.0,0.0,1.0,0.0
pep3_scramble_s10_15,1429.0,321.0,667.0,395.0,146.0,325.0,0.0,335.0,461.0,273.0,1.0,0.0,24.0,0.0,0.0,4.0
pep3_scramble_s10_16,229.0,179.0,480.0,205.0,3.0,15.0,49.0,95.0,800.0,42.0,356.0,0.0,0.0,135.0,0.0,1.0
pep3_scramble_s10_17,2.0,269.0,163.0,16.0,0.0,332.0,0.0,342.0,423.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_scramble_s10_18,13.0,250.0,1631.0,4.0,94.0,30.0,0.0,208.0,3.0,44.0,1471.0,164.0,0.0,1.0,0.0,6.0
pep3_scramble_s10_19,70.0,2.0,0.0,11.0,89.0,437.0,58.0,18.0,0.0,0.0,24.0,13.0,337.0,425.0,0.0,0.0
pep3_scramble_s10_2,366.0,210.0,395.0,248.0,190.0,463.0,0.0,93.0,0.0,2.0,0.0,0.0,149.0,390.0,0.0,0.0
pep3_scramble_s10_20,58.0,548.0,1261.0,710.0,252.0,253.0,152.0,96.0,635.0,1256.0,294.0,28.0,0.0,1095.0,0.0,3.0
pep3_scramble_s10_3,373.0,139.0,138.0,0.0,0.0,91.0,0.0,40.0,111.0,0.0,140.0,418.0,0.0,100.0,0.0,0.0
pep3_scramble_s10_4,316.0,265.0,177.0,0.0,9.0,0.0,72.0,245.0,310.0,0.0,758.0,0.0,0.0,0.0,0.0,1.0
pep3_scramble_s10_5,301.0,723.0,0.0,0.0,73.0,823.0,72.0,304.0,269.0,91.0,7.0,0.0,1.0,592.0,0.0,0.0
pep3_scramble_s10_6,0.0,9.0,186.0,0.0,24.0,431.0,10.0,195.0,190.0,0.0,0.0,0.0,0.0,146.0,1.0,6.0
pep3_scramble_s10_7,0.0,93.0,607.0,0.0,0.0,309.0,75.0,77.0,1.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0
pep3_scramble_s10_8,1377.0,1158.0,810.0,591.0,691.0,258.0,362.0,1058.0,381.0,560.0,0.0,2.0,415.0,334.0,0.0,1.0
pep3_scramble_s10_9,159.0,75.0,588.0,1.0,0.0,133.0,31.0,357.0,2.0,176.0,2424.0,0.0,1.0,0.0,0.0,85.0
pep3_scramble_s1_1,756.0,8.0,3231.0,1399.0,1047.0,2482.0,572.0,1244.0,2576.0,1617.0,1592.0,189.0,1680.0,1828.0,1.0,1.0
pep3_scramble_s1_10,280.0,163.0,188.0,151.0,415.0,1.0,0.0,188.0,0.0,332.0,971.0,0.0,652.0,0.0,249.0,1.0
pep3_scramble_s1_11,4515.0,649.0,1696.0,1756.0,370.0,466.0,382.0,408.0,0.0,285.0,176.0,2.0,2123.0,0.0,0.0,1.0
pep3_scramble_s1_12,258.0,0.0,279.0,1528.0,177.0,855.0,1664.0,1209.0,912.0,968.0,1802.0,190.0,720.0,0.0,0.0,2.0
pep3_scramble_s1_13,24.0,102.0,64.0,1449.0,502.0,754.0,617.0,1954.0,1745.0,2211.0,3576.0,1674.0,290.0,87.0,1.0,0.0
pep3_scramble_s1_14,92.0,183.0,1787.0,235.0,829.0,980.0,562.0,76.0,951.0,1197.0,2052.0,184.0,1.0,1437.0,0.0,1.0
pep3_scramble_s1_15,699.0,315.0,1938.0,592.0,493.0,1669.0,458.0,1064.0,603.0,1812.0,1322.0,392.0,414.0,1150.0,3794.0,0.0
pep3_scramble_s1_16,190.0,123.0,525.0,1.0,1.0,738.0,2.0,523.0,1711.0,49.0,502.0,1738.0,2083.0,1770.0,4457.0,12475.0
pep3_scramble_s1_17,1582.0,190.0,2565.0,2238.0,664.0,3539.0,982.0,2114.0,1511.0,2987.0,2242.0,1929.0,1921.0,288.0,0.0,4.0
pep3_scramble_s1_18,1846.0,174.0,354.0,809.0,0.0,615.0,57.0,470.0,0.0,1.0,0.0,604.0,0.0,0.0,2.0,0.0
pep3_scramble_s1_19,80.0,10.0,231.0,746.0,28.0,0.0,751.0,169.0,419.0,1046.0,276.0,0.0,1.0,4.0,0.0,2959.0
pep3_scramble_s1_2,518.0,221.0,613.0,909.0,196.0,2194.0,469.0,1479.0,1743.0,2951.0,2602.0,582.0,3984.0,480.0,2.0,2401.0
pep3_scramble_s1_20,14.0,460.0,878.0,255.0,418.0,880.0,176.0,962.0,238.0,3096.0,2285.0,244.0,355.0,3317.0,120.0,0.0
pep3_scramble_s1_3,2602.0,1131.0,1664.0,778.0,371.0,1317.0,364.0,207.0,379.0,63.0,0.0,450.0,3473.0,14.0,0.0,0.0
pep3_scramble_s1_4,240.0,0.0,1192.0,231.0,0.0,218.0,363.0,1127.0,29.0,82.0,0.0,148.0,41.0,0.0,1.0,1.0
pep3_scramble_s1_5,2972.0,606.0,1434.0,931.0,362.0,396.0,241.0,1104.0,237.0,1268.0,1932.0,308.0,1003.0,390.0,0.0,1.0
pep3_scramble_s1_6,1520.0,624.0,2253.0,704.0,894.0,522.0,478.0,752.0,270.0,484.0,0.0,0.0,0.0,419.0,0.0,0.0
pep3_scramble_s1_7,69.0,113.0,746.0,92.0,43.0,559.0,462.0,650.0,0.0,212.0,834.0,2903.0,356.0,23.0,1364.0,0.0
pep3_scramble_s1_8,626.0,83.0,639.0,84.0,705.0,822.0,392.0,1031.0,1906.0,733.0,982.0,2076.0,8135.0,3256.0,48.0,81.0
pep3_scramble_s1_9,0.0,206.0,1.0,321.0,113.0,2673.0,265.0,1388.0,631.0,2558.0,262.0,393.0,1745.0,500.0,0.0,203.0
pep3_scramble_s5_1,283.0,318.0,1735.0,1227.0,677.0,1653.0,464.0,707.0,1156.0,753.0,958.0,477.0,2530.0,1373.0,0.0,61.0
pep3_scramble_s5_10,18.0,140.0,176.0,264.0,64.0,1.0,12.0,249.0,19.0,0.0,0.0,10.0,1288.0,0.0,0.0,1.0
pep3_scramble_s5_11,0.0,92.0,0.0,0.0,0.0,640.0,46.0,709.0,47.0,0.0,0.0,227.0,362.0,0.0,0.0,0.0
pep3_scramble_s5_12,0.0,0.0,271.0,284.0,5.0,0.0,103.0,0.0,102.0,142.0,495.0,75.0,137.0,4149.0,0.0,0.0
pep3_scramble_s5_13,826.0,0.0,559.0,0.0,0.0,0.0,27.0,54.0,51.0,214.0,0.0,0.0,4.0,25.0,0.0,0.0
pep3_scramble_s5_14,96.0,429.0,322.0,0.0,0.0,816.0,0.0,171.0,684.0,0.0,13.0,0.0,1.0,402.0,8.0,0.0
pep3_scramble_s5_15,164.0,1.0,97.0,934.0,75.0,14.0,0.0,277.0,2.0,3.0,1652.0,2.0,1.0,3.0,0.0,9440.0
pep3_scramble_s5_16,210.0,229.0,728.0,0.0,126.0,482.0,356.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_scramble_s5_17,0.0,76.0,1.0,0.0,7.0,19.0,1.0,196.0,0.0,0.0,1351.0,352.0,0.0,0.0,0.0,0.0
pep3_scramble_s5_18,202.0,73.0,157.0,186.0,361.0,0.0,43.0,61.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pep3_scramble_s5_19,773.0,25.0,404.0,626.0,104.0,251.0,400.0,151.0,1.0,388.0,1626.0,0.0,0.0,0.0,469.0,0.0
pep3_scramble_s5_2,374.0,27.0,913.0,894.0,198.0,684.0,187.0,508.0,224.0,540.0,456.0,379.0,0.0,45.0,1.0,1.0
pep3_scramble_s5_20,305.0,369.0,471.0,301.0,0.0,168.0,0.0,302.0,9.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_scramble_s5_3,1027.0,905.0,1512.0,406.0,405.0,786.0,270.0,1631.0,215.0,2.0,790.0,0.0,228.0,85.0,1.0,4757.0
pep3_scramble_s5_4,150.0,538.0,338.0,957.0,228.0,944.0,746.0,815.0,1749.0,55.0,836.0,178.0,1596.0,1669.0,1.0,0.0
pep3_scramble_s5_5,320.0,481.0,2060.0,352.0,387.0,2167.0,589.0,923.0,1495.0,810.0,0.0,631.0,213.0,215.0,0.0,2.0
pep3_scramble_s5_6,822.0,15.0,606.0,1168.0,789.0,2572.0,867.0,1694.0,3261.0,680.0,339.0,385.0,1.0,0.0,0.0,0.0
pep3_scramble_s5_7,630.0,44.0,1164.0,1498.0,262.0,954.0,94.0,614.0,1982.0,1030.0,0.0,1.0,1.0,22.0,0.0,0.0
pep3_scramble_s5_8,544.0,761.0,684.0,0.0,0.0,267.0,265.0,58.0,1.0,2595.0,228.0,0.0,1.0,1340.0,0.0,0.0
pep3_scramble_s5_9,0.0,0.0,0.0,244.0,0.0,0.0,0.0,100.0,0.0,181.0,1.0,111.0,18.0,0.0,0.0,0.0
pep3_shift1_ED,866.0,396.0,1103.0,904.0,475.0,1649.0,460.0,521.0,135.0,129.0,91.0,0.0,12.0,0.0,0.0,16.0
pep3_shift1_FYW,93.0,249.0,770.0,320.0,338.0,703.0,170.0,706.0,711.0,0.0,85.0,7.0,0.0,55.0,2.0,0.0
pep3_shift1_GP,265.0,247.0,1305.0,1225.0,218.0,322.0,168.0,546.0,1355.0,714.0,1317.0,154.0,1.0,0.0,1485.0,1.0
pep3_shift1_KR,664.0,306.0,935.0,882.0,737.0,443.0,323.0,679.0,1169.0,3005.0,16.0,404.0,121.0,525.0,1.0,1.0
pep3_shift1_LIVM,517.0,171.0,1499.0,1281.0,406.0,629.0,453.0,820.0,819.0,599.0,658.0,323.0,0.0,0.0,0.0,68.0
pep3_shift1_NQ,0.0,0.0,66.0,0.0,0.0,535.0,3.0,78.0,664.0,17.0,0.0,325.0,279.0,1.0,0.0,1.0
pep3_shift1_S,535.0,730.0,2930.0,3169.0,1384.0,1036.0,1200.0,1969.0,1477.0,1325.0,1745.0,783.0,1.0,0.0,0.0,1.0
pep3_shift1_ST,978.0,204.0,1302.0,821.0,435.0,1442.0,403.0,287.0,314.0,329.0,694.0,163.0,1101.0,1052.0,1.0,5.0
pep3_shift2_ED,22.0,98.0,7.0,132.0,188.0,187.0,77.0,160.0,145.0,0.0,140.0,0.0,0.0,882.0,0.0,0.0
